Part_Name,Count,Percentage
COWL TOP BLACK,1,0.0
Panle unit auto,1,0.0
HOLDER FR BUMPER SIDE R. ,1,0.0
Strength Comp side sill R,1,0.0
GRILL BMPR 2NOS,1,0.0
BALANCE ROD ASSY,1,0.0
Controler Assy EPI,1,0.0
REINF.FRONT PILLAR UPPER RIGHT,1,0.0
WHEEL S/ASSY STEERING(CHROME),1,0.0
"ABSORBER COMP,FR BpR LOWER",1,0.0
FOGLAMP COVER ASSY,1,0.0
emblem baleno chrome,1,0.0
FRT BONNET,1,0.0
L/H COVER SPEAKER HOLE,1,0.0
L/H RAIL ROOF SIDE DRIP,1,0.0
"RH GUARD ASSY, FR FENDER SPLASH",1,0.0
beam assembly rear suspension,1,0.0
Garnish Radiator Grille Upr RH,1,0.0
GUARD ASSY RR FNDR SPLASH R,1,0.0
BRACKET COMP STABI RH,1,0.0
"GARNISH HD LAMP,RH",1,0.0
"CROSSMEMBER,DASH UPPER,LH",1,0.0
"EXTENSION ASSY,FR BPR SIDE,RH",1,0.0
TAIL LAMP RR LH,1,0.0
weatherstrip inner and outer,1,0.0
Garnish Assy CwL Top,1,0.0
Siren ,1,0.0
PROTECTORLAMP SUPPORT,1,0.0
Door glass both LH,1,0.0
Headlight both,1,0.0
"REINF,CNG CYLINDER HOLDER,R",1,0.0
Tape Door comp,1,0.0
Garnish Rh,1,0.0
Drum brake Rear lh,1,0.0
Clips 05 Nos,1,0.0
Garnish cowl Top side L,1,0.0
"STOPPER,REAR BUMP",1,0.0
SWITCH ASSY COMB COIL,1,0.0
"SHAFT ASSY,FRONT DRIVE, L",1,0.0
"CYLINDER, BACK DOOR LOCK",1,0.0
TRIM BACK ASSY,1,0.0
"PATCH, FRONT HD HINGE",1,0.0
"MEMBER,RF PANEL CTR NO4",1,0.0
WEATHERSTRIP RR DR OUT L,1,0.0
BOLT BATTERY TREY,1,0.0
PATCH SEAT BACK,1,0.0
MOUNT RADIATOR BOTH LOWER,1,0.0
RENINFR DR HINGE,1,0.0
W/strip door comp,1,0.0
MASKING PAPER ,1,0.0
Pipe Comp DEG TAnk,1,0.0
Tape fr pillar upr lh,1,0.0
Tape Door 6,1,0.0
Inter cooler pipe brzza,1,0.0
Stop Rear door opening,1,0.0
balancer rr,1,0.0
HINGE REAR DOOR UPP LH,1,0.0
mounting radiator support lower,1,0.0
Regulator assy Rear window lh,1,0.0
MEMBER  ROOF BACK INR,1,0.0
Hose Lower,1,0.0
Side Sill Streanth Right,1,0.0
SHELF COMP RR PARCEL,1,0.0
"ARM FRONT SUSPENSION, L",1,0.0
Clip Hood FR Seal,1,0.0
INTER COOLER HOSE 02,1,0.0
Case tranmission lh,1,0.0
liner Rh,1,0.0
Reinf rear pillar,1,0.0
Controller Airbeg,1,0.0
TRIM COMPFRONT DOOR OPENING,1,0.0
CAP ROOF SIDE DRIP FR R,1,0.0
SCREW & WASHER,1,0.0
"SCALP,SIDE WINDOW",1,0.0
HINGE.,1,0.0
ARM ASSY SUSPENSIO,1,0.0
garnish lower lh,1,0.0
MEMBER COMP ROOF PANEL CTR NO 4,1,0.0
Sensor Rr 02 Nos,1,0.0
CYLINDER ASSY BRAKE MSTR,1,0.0
Runing Board Panel Left  ,1,0.0
GARNISH RDTR GRILLE UPR NO.2,1,0.0
"HANDLE,SIDE INSIDE,R",1,0.0
RR DOOR TAPE OUTER RR LH,1,0.0
PAD FRONT FENDER RR LH,1,0.0
RUNNING BORDER MOULDING,1,0.0
COVER BMPR LWR,1,0.0
Garnish Assy Back Door RH,1,0.0
RADIATOR GRILL UPP,1,0.0
LINING GFRONT FENDER L,1,0.0
"EXTENSION, APRON RH",1,0.0
Panel Comp Roof Side Inner LH,1,0.0
"GARNISH,FR BUMER NET",1,0.0
HANDLE ,1,0.0
Glass Frt Winddow,1,0.0
BODY SIDE MLDNG CELERIO,1,0.0
UPPER LOCK PANEL,1,0.0
Door handlel,1,0.0
HOSE RADIATOR OUTLET-IGNIS,1,0.0
"WEATHERSTRIP, FRONT DR OPNG L",1,0.0
EMBLEM CLAZ,1,0.0
"GARNISH,I/P UP",1,0.0
CHASSIS CROSSMEMBER FRT LWR,1,0.0
"HINGE COMP, FRONT DOOR LOWER, L",1,0.0
HANDLE OUT ,1,0.0
BALANCE COMP BACK DOOR RH,1,0.0
MOULDING ASSY AIRB,1,0.0
"STRAKE, FRONT",1,0.0
Strut Suspension Front LH,1,0.0
RAIL REAR,1,0.0
PANEL COMP. FRONT PILLAR INNER R,1,0.0
"BOLT ,SCREW,NUT",1,0.0
Side member outer left,1,0.0
MEMBER FRvSIDE RH,1,0.0
LATCH COMP. HOOD LOCK,1,0.0
BRACKET STABILIZER BAR RH,1,0.0
Extension Side Vody OTR R ,1,0.0
MEMBER FRONT ,1,0.0
COVER RADIATOR RH,1,0.0
PANEL COMP BACK PILLAR OUTER RH,1,0.0
VIEW MIRROR,1,0.0
CONTROLLER ASSY A/BAG,1,0.0
"MEMBER FRONT SIDE ,L",1,0.0
ecstar petrol,1,0.0
PANEL ASSY. FRONT DOOR LH,1,0.0
"GARNISH,HEADLAMP LWR R",1,0.0
Glass QTR Window L,1,0.0
CONTROL UNTI HAVC,1,0.0
TAPE FR DOOR OUTER FR RH SET,1,0.0
PANEL OTR INNER UPPER LH,1,0.0
"HOLDER,FR Bpr L",1,0.0
CLADDING WHEEL ARCH FR LH,1,0.0
HUB Assy Front Wheel,1,0.0
HOLDER  RR  BUMPER SIDE RH,1,0.0
"CROSSMEMBER, FRONT LOWER-BENT",1,0.0
"CROSSMEMBER COMP,RR FLR FRONT",1,0.0
COVER FRONT AND LOWER 2,1,0.0
"MEMBER COMP, FRONT SIDE L",1,0.0
"COVR,MAIN FLR UNDR RH",1,0.0
"EMBLEM, S  (CROME)",1,0.0
BEARING CLUCH RELEASE,1,0.0
GARNISH COWL TOP BLACK,1,0.0
"EXTENSION,DASH LOWER OUTER,REXTENSION,DASH LOWER OUTER,R",1,0.0
FR  FENDER ASSY LH ,1,0.0
Apron Lower Member,1,0.0
suspension fram front,1,0.0
COVER AS STRG COLMN,1,0.0
STEERING GRIP,1,0.0
sash 2,1,0.0
STRIER DICKY,1,0.0
LINER FENDER R/L,1,0.0
MBR. APPRON SIDE OTR RH,1,0.0
L/H FENDER COVER,1,0.0
FR DOOR RH TAPE SET,1,0.0
H. L. ASSY LH,1,0.0
Garnish front pillar LH,1,0.0
GARNISH RADATOR GRILLE LWR L,1,0.0
Mount stabilizer,1,0.0
"PANEL,FR PILLAR OUTER RH",1,0.0
"RAIL , ROOF DRIP , LH",1,0.0
Panel fr pillar inr up Lh,1,0.0
RH Side Sliding Glass,1,0.0
LH CTR PILLAR,1,0.0
JOINT STBLZ BAR,1,0.0
Glass Rear Door Partition RH,1,0.0
"CULB 21W, 12V",1,0.0
Bumper frt,1,0.0
Strut Assy Both Side,1,0.0
"COVER ASY STRNG, COLUMN",1,0.0
Hub Rear Wheel Left,1,0.0
CENTER PILLER,1,0.0
RENIF FRT PILLER UPR LH,1,0.0
COVER COMP FR RCLNG OUTSIDE R,1,0.0
Tail lamp Lh,1,0.0
bumper grille upper,1,0.0
EMBLEM AMRK,1,0.0
REINF COMP REAR DOOR HINGE RH,1,0.0
BEZLE FOG L ,1,0.0
"TAPE, REAR DOOR OUTER FR RR BLACK",1,0.0
ENGINE MOUNTING COMP RH,1,0.0
REAR MONGRAM RITZ,1,0.0
FRONT END LOWER LH PLASTIC,1,0.0
AIR DRYIING SEALER,1,0.0
BRACKET BUM RR,1,0.0
PANEL SET BACK FRAME INNER SIDE RIGHT,1,0.0
"BEAM ASSY, REAR SUSPENSION",1,0.0
"GARNISH, FR lwr",1,0.0
extentson assy rear bump,1,0.0
MMemver Apron Side Outer LH,1,0.0
"RETAINER,DOOR HINGE",1,0.0
Cover Wheel ,1,0.0
pipe com exhust,1,0.0
HOOD HINGES RH,1,0.0
EXTENSION FR FNDR LWR BRKT 2,1,0.0
"TAPE FR DOOR OUTER FR,R",1,0.0
"WIRE, A/B (AIRBAG)",1,0.0
RH Under Side Engine Cover,1,0.0
Ring Set Piston 3,1,0.0
Sensor Assy Forword Right,1,0.0
GARNISH COMP FENDER R L,1,0.0
ventilator grill,1,0.0
black tape 1,1,0.0
Garnish assy cowl Top	,1,0.0
linig-1,1,0.0
WHEEL COVER  - 4,1,0.0
Lock Ft Seat Cushion,1,0.0
Trim Ft Pillar LH,1,0.0
intake shrd,1,0.0
Panel Rear Wheel House Inner Right,1,0.0
"SEAL, HOD REAR",1,0.0
HOSE RADIATOR INLET LH,1,0.0
SASH FRONT DOOR RIGHT,1,0.0
GRANISH I/P CTR,1,0.0
CAP TANK WATER RESERVE,1,0.0
AIR DRY SEALNT,1,0.0
cable hood release,1,0.0
CTL SETTLEMENT BASIS,1,0.0
member.  ,1,0.0
"HANDLE,DOOR INSIDE PULL",1,0.0
FRONT DISC BREAK,1,0.0
WHEEL COMP ASSY,1,0.0
bolt. b,1,0.0
Brkt fr fndr upr fr RH,1,0.0
Extension side body outer lower 1,1,0.0
CONDENER,1,0.0
Box Fuel Fillter ,1,0.0
IDV OF THE VEHICLE ,1,0.0
Cover Front Rclng Outer Left,1,0.0
DG SEALANT SET WITHOUT PRIMERR,1,0.0
COOLANT   GOLDEN YELLOW,1,0.0
FOG LAMP BEZEL RH &LH,1,0.0
SHAFT ASSY DRIVER FR RH,1,0.0
MEMBER RAD SUUPORT,1,0.0
TAPE RR DOOROUTER FR RH,1,0.0
TAIL LIGHT HOUSING,1,0.0
Holder Rear bumper RH,1,0.0
panel fr pillar outer rh,1,0.0
Garnish Fr. Bumper Lower,1,0.0
DASH RH PANEL,1,0.0
"LINING COMP, FRONT FDT , L",1,0.0
GARNISH FRONT SIDE R ,1,0.0
"MIRROR ASSY,OUT REAR VIEW RHMIRROR ASSY,OUT REAR VIEW RHMIRROR ASSY,OUT REAR VIEW RH",1,0.0
Tank  Fuel,1,0.0
"BRACKET, FOG BEZEL RH",1,0.0
"COVER, FRONT FENDER FRONT RH",1,0.0
Hinge fr side LH,1,0.0
COMPRESOOR OIL,1,0.0
WHETHERSTRIP FR DOOR OUTER RH,1,0.0
HOSE OUTLAT,1,0.0
EMBLEM VVT ,1,0.0
Controller assy Glow Plug,1,0.0
Quater panel inner rr lh,1,0.0
Trim Qtr upr RH,1,0.0
Cover front end Upper LH,1,0.0
Rod Ft Suspension Left,1,0.0
NOS MODE OF SETTLEMENT ,1,0.0
"HOSE,LIQUID INS",1,0.0
PIPE VACCUM,1,0.0
SHAFT  ASSY FRONT DRIVER RH,1,0.0
Washer Rod 02 Nos,1,0.0
"PANEL, FRONT HOOD ",1,0.0
R/H HEAD LAMP BRACKET,1,0.0
AC Vent Grille Left C Pillar,1,0.0
GASKET OIL SAL HS,1,0.0
SASH REAR DOOR CENTER L,1,0.0
SENSORRR WHEELR,1,0.0
panel assy skirt,1,0.0
chaneel,1,0.0
HOSE AIR CLNT SUCT,1,0.0
HINGE DOOR FR RH,1,0.0
PULLY COMPRESSOER,1,0.0
BEZEL & COVER FR. FOG R/L,1,0.0
Sensor temp,1,0.0
Member Roof Panel 3,1,0.0
COVER ENGINE UPPER,1,0.0
REINF CTR PILLAR,1,0.0
moulding assy side l,1,0.0
10 MM NUT,1,0.0
STEERING COLIPS COLUMN ASSY,1,0.0
"GARNISH,FRONT SIDE,l",1,0.0
GRILL  HEAD LAMP RH,1,0.0
GARNISH FRT BUMPER RH&LH,1,0.0
EXTN ASSY FR BPR SIDE,1,0.0
Weatherstrip Fr Door Out Lh,1,0.0
GARNISH RAD GRILLE NO 2 L & R,1,0.0
Clip 25 Nos,1,0.0
cvr fr end,1,0.0
"TAPE, FRONT DOOR OUTER RR RHTAPE, FRONT DOOR OUTER RR RH",1,0.0
SWITCH ASSY BACK DR,1,0.0
PAD TIRE COVER UNDER L,1,0.0
"COVER , ENGINE UNDER",1,0.0
"CAP ASSY, WHEEL FULL 2",1,0.0
HANDLE COMP FR DOOR OUT R,1,0.0
Fuel filter Cap,1,0.0
RAIL COMP ROOF R,1,0.0
FENDER LINING NOS2@ 664.1,1,0.0
Frame S/comp fr dr out LH,1,0.0
BATTERY CR 1620 REMOTE,1,0.0
DASH BOARD PIPE ,1,0.0
Haed Light Lh,1,0.0
TAPE DOOR FRONT LHS,1,0.0
FENDER PANEL LH,1,0.0
Stop Frt Door Open,1,0.0
Consumable parts-1,1,0.0
Panel side Sill inner Rear RH,1,0.0
GARNISH RR PLR OTR FR L,1,0.0
Cover Comp Floor Console Left,1,0.0
SUSPENSION KIT,1,0.0
Raill RR door upper LH,1,0.0
"PLATE, RR BRAKE BACKING LH",1,0.0
W/STRIP COMP REAR DOOR OUT,1,0.0
Shroud assy,1,0.0
"PACKING, UNIT OUTLET",1,0.0
LAMP ASSY SHOT,1,0.0
STOPER FR,1,0.0
hing door,1,0.0
"BRACKET, BUMPER (RR, LH)",1,0.0
TAPE DR FRT RH,1,0.0
CABLE COM,1,0.0
UPPER MEMBER COMP,1,0.0
inercooler,1,0.0
MOULDING ASSY PASS AIRBAG,1,0.0
GLASS FR DR RR RH,1,0.0
guard assy,1,0.0
"TAPE, DOOR OUTER FRONT RH (BLACK)",1,0.0
Shaft Assy Drive Inermediate,1,0.0
Relay,1,0.0
Bolt Mtg BKT Head,1,0.0
TAPA FRONT DOOR LH,1,0.0
MOUNT STABILIER BAR,1,0.0
Strut Assy Suspension,1,0.0
Hinges ront hood rh,1,0.0
Inner Panel Right,1,0.0
COVER  ENGINE,1,0.0
RH Front Door Trim Comp,1,0.0
Front Sill Side Scuff,1,0.0
RUN DOOR GLASS R 2,1,0.0
CAP ENGINE OIL,1,0.0
SIDE COVER,1,0.0
"COVER,SPLASH,l",1,0.0
break caliper rh,1,0.0
"MEMBER,FR BPR",1,0.0
Glass FR Window Door L,1,0.0
Pipe Comp Brake Vacuum,1,0.0
Tensioner assy belt,1,0.0
V-BELT(3PK),1,0.0
RR FOG LAMP,1,0.0
Wheel comp nos.4,1,0.0
GARNISH FR COVER SIDE RH,1,0.0
"EXTENSION COMP, FRONT BMR",1,0.0
ARM  ASSY FR SUSPENSION RH ,1,0.0
SWITCH ASSY START,1,0.0
"PNL,QTR INNER UPPER,L",1,0.0
Cover Floor Console Side Driver,1,0.0
TAPE DOOR RR,1,0.0
Member Side RH,1,0.0
Body Side Moudling,1,0.0
SASH FRONT DOOR RH,1,0.0
COVER FR RCLNG INSIDE RH,1,0.0
"Cover, main Floor Under, Rh",1,0.0
 HOSE DEG TANK OUTLET,1,0.0
"Cover, Front Fender, L",1,0.0
"Decal,side Stripe Fr Dr,r",1,0.0
PANEL FRONT FENDER ASSY,1,0.0
HOLDER FR BUMPR FRONT RH,1,0.0
RH TRUNK HINGE,1,0.0
Reflactor Tape Front,1,0.0
C RANKSHAFT,1,0.0
MEMBER ROOF ANEL CTR NO4,1,0.0
"HOLDER, FR BMPR SIDE lH",1,0.0
HEADLAMP UNIT RH & LH,1,0.0
LH Fog light Bezel,1,0.0
MEMBER SIDE OUTER,1,0.0
cover fog light  right,1,0.0
panel assembly inner,1,0.0
"EXTENSION,SIDE BODY OTR LWR LH",1,0.0
cover bezel r,1,0.0
SILCENCER DASH PANEL,1,0.0
WIPER NOZEL,1,0.0
WASHER TANK MOTOR,1,0.0
FRT BUMPER SIDE HOLDER,1,0.0
RH QTR UPR TRIM,1,0.0
PIPE REAR BK HOSE TO REAR W CL,1,0.0
PANEL ISTRUMENT MAIN,1,0.0
CASE CATALYTIC COV,1,0.0
BRACKET COMP BRAKE PADEL,1,0.0
Decal RH,1,0.0
COVER FRT FDR R,1,0.0
"PANEL ASSY, FRONT DOOR LH",1,0.0
GARNISH RAD GRILL LWRR,1,0.0
195/55 R16 87H ALNAC 4G TL (APOLLO) (TYRE) 2NO.,1,0.0
TAPE FR DOOR OUTER RR LH SET,1,0.0
HOSE ASSY FULE INJ RTN,1,0.0
BRACKET FUEL RAIL,1,0.0
brace comp lamp support right,1,0.0
Rail rr dor upr LH,1,0.0
BOX FLOOR CONSOLE FR,1,0.0
SENSOR ASSY PARK 1,1,0.0
hinge assy upper r,1,0.0
BOLT 10X65,1,0.0
TRIM DOOR RR RH,1,0.0
STEERING GEAR BAX,1,0.0
HINGE LH AND RH,1,0.0
cvr-end-2,1,0.0
CORD HIGH TENSION,1,0.0
BRKT FNDR LH I,1,0.0
"CROSSMEMBER COMP,FRONT CROSSMEMBER COMP,FRONT",1,0.0
STEERING ROAD,1,0.0
Hinge frt hd Lh,1,0.0
GUARD FRONT DOOR SPLASH LEFT,1,0.0
WEATHERSTRIPWINDSHIELD,1,0.0
RR DR LWR RAIL,1,0.0
R/H PIPE  HU TO REAR JOINT,1,0.0
"TRIM COMP,FRONT PILLAR, L",1,0.0
TRIM FR PILLAR INN R,1,0.0
HINJ HOOD LH/RH,1,0.0
LH APRON EXTENSION,1,0.0
lateral rod,1,0.0
ENG MOUNTING  RH,1,0.0
Strut Front Left,1,0.0
rail COmp RR DR CTR LH,1,0.0
"HOSE,CNG WATER OUTLET",1,0.0
WEATHERSTRIP RR DOOR OPNG L,1,0.0
sensor Assy Forward,1,0.0
RUN FRNT DOOR GLASS L,1,0.0
"BEZEL, FR FOG LAMP RH (",1,0.0
Tape RR Door Outer Upr R,1,0.0
CONDENSER ASSY-PRESSED/CUT,1,0.0
TAPE REAR DOOR OUTER ROOF LHL,1,0.0
Main Upper Compinstrument Panel,1,0.0
panel comp wheel house outer r,1,0.0
NUT (4 PIC),1,0.0
Pael QTR Inner ,1,0.0
Case Blower 2,1,0.0
Box assy Steering gear,1,0.0
MOULDING RADIATOR GRILLE - 1,1,0.0
"RUN, FR DOOR GLASS, RH",1,0.0
BRACKET FENDER RIGHT,1,0.0
Reinf Rear door L,1,0.0
GEAR BOX FOUNDATION LHS,1,0.0
MEMBER COMP APRON R,1,0.0
Controller assly.A/B,1,0.0
Bracket comp.Stabilizer R,1,0.0
"TRIM ASSY,",1,0.0
"CONTROLLER ASSY, IMM",1,0.0
"SENSOR ASSY, PARK BPR",1,0.0
"DECAL,EECO (GRAY",1,0.0
JOINT FR STABILIZER RH,1,0.0
LAMP UNIT REAR COMB,1,0.0
Member comp front Left side,1,0.0
"BRACKET, STABILIZER MOUNT",1,0.0
Tape front door l,1,0.0
Panel assy back door.,1,0.0
"Bracket, Front Bumper, RH",1,0.0
Garnish Bumper Side RH,1,0.0
WEATHER STRIP FR DR L,1,0.0
BKT Stabilizer big rh,1,0.0
Swich assy combination,1,0.0
"TAPE, REAR R OUTER FR RH",1,0.0
Right Front Bumper Holder,1,0.0
EMBKLEM VDI,1,0.0
Higne fr dr uper,1,0.0
"Garnish, Cowl top Side,Rh",1,0.0
Gasket Thermo Case,1,0.0
Bracket Ft Fender Lwr RH,1,0.0
REAR BUMPER CLIDING,1,0.0
Door Weatherstrip,1,0.0
"MEMBER COMP, HO00",1,0.0
WIRE COMP RR HIEGHT SENSOR,1,0.0
HOLDER REAR BUMPER L,1,0.0
WASHER 1PCS,1,0.0
CLEAENER ASSY AIR,1,0.0
PAD RR BACK R,1,0.0
"TAPE,Rear DOOR",1,0.0
CENTER GRILLE,1,0.0
TRIM COMP FR BACK L,1,0.0
ENGINE UNDER 1,1,0.0
HOSE   PURGE,1,0.0
INNER CROSS,1,0.0
ALLOWY WHEEL,1,0.0
Holder trunk opner spr,1,0.0
FRAME FR.SUSPENSION,1,0.0
MAIN DASH FRONT,1,0.0
GARNISH FRONT SIDE L ,1,0.0
EXTN FR FNDR UPR BRKT L,1,0.0
Trimp A Pillar Right,1,0.0
SWITCH BACK UP,1,0.0
SENSOR ASSY REAR L,1,0.0
Garnish side,1,0.0
PIPE AIR CLEANER SUCT ,1,0.0
Indicator Light,1,0.0
Absorber Assy Rear Shock ,1,0.0
Reinforcement comp dash side RH,1,0.0
"BOLT, CTRL ARM",1,0.0
STABALIZER MOUNT,1,0.0
Tape Front Door Outer Fr R,1,0.0
Mirror Rr/View Outer L/R,1,0.0
Seal Set Hood Front,1,0.0
MBER COMP HOOD LOCK,1,0.0
FRT BUMPER UNDER COVER,1,0.0
Bracket fr fbndr upr fr LH,1,0.0
Pully Crankshaft,1,0.0
Frame S/Comp Rear Door Out Right,1,0.0
Joint Comp Front Stabilizer Bar 1,1,0.0
COVER COMP FRONT BUMPER ,1,0.0
Hinge comp HD rh,1,0.0
Cover LH,1,0.0
Bracket front bumper RH-LH,1,0.0
COOLR COMP EGR,1,0.0
Tape front door outer RR,1,0.0
PANEL QTR INNER LOWER L,1,0.0
JOINT COMP FR STABULIZER BAR,1,0.0
COMPANION FLANGE ASSY,1,0.0
BEZEL  FR FOG  LAMP RH ,1,0.0
LOCATOR WINDSHIELD GLASS,1,0.0
VENT RR,1,0.0
GARNISH FRONT CENTRe,1,0.0
"MEMBER,LAMP SUPPORT,R]L",1,0.0
SCREW 32,1,0.0
"GROMMET, REAR COMB LAMP  2",1,0.0
COVER RLEAY BOX,1,0.0
W/STRIP RR DOOR OPNG LH,1,0.0
Cover Socket,1,0.0
STRUT FR. RH,1,0.0
"COV COMP,TIMING BELT,OUTSIDE",1,0.0
CONDNESER,1,0.0
HOSE I/C NO 2,1,0.0
Housing rr lamp outr LH,1,0.0
INLET SET WASH,1,0.0
holders rr,1,0.0
LINING FR FNDR LH,1,0.0
Garnish Radiator Grille L,1,0.0
Bumper Frt LWR L,1,0.0
tape rear fr r,1,0.0
JOINT STAB BAR RH,1,0.0
strength comp side sill right,1,0.0
Stop side dr open,1,0.0
REGULATOR ASSY FRT WINDOW L,1,0.0
"GARNISH COMP,COWL TOP S",1,0.0
grille comp radt upper,1,0.0
Brkt Comp Stabilizer L,1,0.0
LOWER  CROSS  MEMBER ,1,0.0
"EXTENSION ASSY,REAR BMPP",1,0.0
Guard fender RH,1,0.0
Guard doors,1,0.0
bracket stabhilizer mount,1,0.0
HINGES FRT R,1,0.0
Strut assy front spnsn Lh,1,0.0
"SET, CONTACT COIL & SAS ",1,0.0
Bezel Frt Fog lamp Lh	,1,0.0
"CAP,FR BMPER",1,0.0
EMBLEM(D.,1,0.0
holder rear LH side,1,0.0
Mounting compeng rh,1,0.0
CONDESNER A C,1,0.0
"SILENCER,ENGINE NO.1",1,0.0
"CAP,FLOOR CONSOLE BOX",1,0.0
Painit Material,1,0.0
Controller assembly airbag,1,0.0
"EXTENSION,FR UPR BRKT,R",1,0.0
"cross member comp, front lower",1,0.0
FILTER ASSY. OIL,1,0.0
Panel fr pillar outer Lh,1,0.0
GARNISHFR PILLAR OUTER L,1,0.0
DICKY GLASS BEEDING,1,0.0
EXTENSION CTR FRAME RH,1,0.0
"HINGE,FRONT HOOD RH",1,0.0
"HOSE INTER COOLER INLET/OUTLET 1,2",1,0.0
STOP COMP FORNT DOOR OPEN,1,0.0
RH REAR DOOR TAPE 02,1,0.0
RADIATOR ASSY 01,1,0.0
PUMP ASSSY RR,1,0.0
COVER STG COLUMN,1,0.0
"SUPPORT, SIDE BODY OUTER,R",1,0.0
EMBLEM MARUTI SUXUKI,1,0.0
"BRACKET, FRONT FENDER UPR FR RH",1,0.0
COVER FR END UPT L,1,0.0
siren securtiy,1,0.0
RH QUARTER LWR TRIM,1,0.0
GARNING UPPER I/P,1,0.0
UNIT HEADLAMP ASY RH/LH,1,0.0
Braket Fender 2nos,1,0.0
Tail combination RH,1,0.0
GARNISH DASHBOAED CENTRE LOUVER  2,1,0.0
MANIFOLD SET EXHAUST,1,0.0
TIMING KIT,1,0.0
MEMBER APRON FRONT SIDE RIGHT,1,0.0
"TAPE,REAR OUTER ROOF,RH",1,0.0
EXTENSON ASSY FR RH,1,0.0
QTR WINDOW RH GLASS,1,0.0
"CVER,RDIATOR UPPR",1,0.0
front end upper,1,0.0
bracket comp towing hook,1,0.0
PIPE INTERCOOLER INLET,1,0.0
STRUT TOWER RIGHT,1,0.0
Cover Radiator Lower Grille,1,0.0
GARNISH FR BUMPER SI,1,0.0
weter strip rear door opng l,1,0.0
CVR FR RCLNG INSIDE LOWER 2NOS,1,0.0
GUARD ASSY FR FDR  SPLASH LH,1,0.0
CVR FR RCLNG INSIDE LOWER,1,0.0
DECALSIDE STRIPE FR DR R,1,0.0
CAP ROOF SIDE DRIP FR LH,1,0.0
EXTENSION QTR INNER UPR RH,1,0.0
hoder r,1,0.0
DOOR TRIM FRT RH,1,0.0
"GUARD ASSY,SIDE SILL RH",1,0.0
"PANEL,A-PILLAR",1,0.0
seal differential side RH,1,0.0
emblem ms,1,0.0
BOLT 05PCS,1,0.0
Lamp rr fog lamp,1,0.0
TRIM FRONT PILLAR INNER LEFT,1,0.0
HINGE RR DR SLIDE LH,1,0.0
Lower Arm Both Side,1,0.0
Cover Fr End Upper,1,0.0
MIRROR CAP RIGHT,1,0.0
SHOCK UP L,1,0.0
"LOCK SET, AUTO STEERING",1,0.0
Absorber Rear Shock RH,1,0.0
RUN FRONT RIGHT DOOR,1,0.0
Bezel FR Fog Lamp L,1,0.0
garnish rear bumper two,1,0.0
TIe Rod End Front Left,1,0.0
TAPE FRONT DOOR OUTER FR R (2),1,0.0
Bracket comp stablizer l,1,0.0
Cover Ft Fender Right,1,0.0
ENGINE BRKT MTG RH,1,0.0
BRACKET  ENG RR TRQ ROD,1,0.0
Guard Assy RR Bumper Side Right,1,0.0
SHAFT ASY FR SUSPN RH,1,0.0
TRIM  TRUNK ROOM REAR,1,0.0
SASH COMP FR DR RR LWR L,1,0.0
"PIPE, AIR CLEANER SUCT",1,0.0
BRACKET MOUNTING,1,0.0
Hose ACC Assy Suction,1,0.0
Right Forward Sensor Assy,1,0.0
WEATHERSTRIP FR DOOR OPNG LH,1,0.0
Cap Wheel Full,1,0.0
Guard Assy FR,1,0.0
Decal Side Stripe RR QTR R,1,0.0
LATCH CO,1,0.0
SENSER ASY FORWARD RH,1,0.0
Remove & Refit Oil Cooler,1,0.0
SHAFTBACK HANDLE,1,0.0
BRAKET PARK SENSOR,1,0.0
Tape Door 1,1,0.0
CROSSMEMBER COMP. CPRSN ROD,1,0.0
GAURD ASSY FR FENDER RH,1,0.0
OUTER GARNISH  PATTI  RR LH  ,1,0.0
VALVE EXHAST,1,0.0
Wheel Assy 4nos,1,0.0
PANEL COWL TOP UPPER,1,0.0
A-PILLAR RH,1,0.0
TRIM REAR DOOR RH BLACK,1,0.0
Member comp front RH side,1,0.0
STOP COMP FRONT DOOR,1,0.0
hinge set hood,1,0.0
Tape RR Door Outer RR LH,1,0.0
GLASS COMP FR DOOR RH,1,0.0
Bumper cap RH,1,0.0
bulb ,1,0.0
Controller ASSY A/B,1,0.0
Body sealant - 1,1,0.0
STOP FR DOOR OPNG,1,0.0
R/H DECAL SIDE STRIP FRONT DOOR,1,0.0
 PANEL COMP  FR CORNER LH,1,0.0
LAMP ASSY SIDE TURN SIG LH,1,0.0
"ORNAMENT, I/P DRVR OUTSIDE",1,0.0
Ft. bumper holder (L+R),1,0.0
hinge rear LH,1,0.0
HOLDER  FR BUMPER SIDE  R,1,0.0
LINING COMP  FRONT FENDER  R,1,0.0
"GARNISH,RADIATOR GRILLE UPR,LH",1,0.0
REAR RH DOOR LATCH,1,0.0
VACCUM PUMP 90HP,1,0.0
"HOLDER, FR Bpr SIDE, R",1,0.0
"HOLDER,FR BUMPER SIDE,BOTH (50.78+50.78)",1,0.0
Reinforcement cowl lh,1,0.0
Brkt rr lh,1,0.0
Cover fr fender RH,1,0.0
MASTER BOOSTER,1,0.0
Bolt Eng MTG Rh,1,0.0
Remove & Refit Hood,1,0.0
SENSER OXY,1,0.0
Bracket Eng LH MTG No. 2	,1,0.0
Hose suction	,1,0.0
Harness Assembly Back Door,1,0.0
Panel Rear Floor Centre,1,0.0
COVER MAIN FLOOR,1,0.0
